         1584889 function calls (1445912 primitive calls) in 5.383 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.018    0.002 feedparser.py:173(feed)
      724    0.002    0.000    0.018    0.000 typing.py:1639(<genexpr>)
       12    0.000    0.000    0.017    0.001 feedparser.py:178(_call_parse)
     4125    0.012    0.000    0.017    0.000 _parser.py:163(__len__)
     3683    0.011    0.000    0.017    0.000 _typing_extra.py:131(is_self)
       12    0.003    0.000    0.017    0.001 feedparser.py:218(_parsegen)
       26    0.000    0.000    0.017    0.001 utils.py:922(get_body_field)
        1    0.000    0.000    0.017    0.017 range.py:1(<module>)
      278    0.001    0.000    0.017    0.000 _typing_extra.py:538(try_eval_type)
     3784    0.011    0.000    0.017    0.000 _typing_extra.py:397(is_generic_alias)
       42    0.000    0.000    0.017    0.000 typing.py:1762(copy_with)
     1196    0.003    0.000    0.017    0.000 _known_annotated_metadata.py:105(expand_grouped_metadata)
      655    0.003    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:1619(_get_spec)
      170    0.002    0.000    0.016    0.000 schema.py:2314(_set_parent)
    10939    0.016    0.000    0.016    0.000 {method 'items' of 'dict' objects}
     1361    0.009    0.000    0.016    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        2    0.000    0.000    0.016    0.008 _streams.py:1(<module>)
       49    0.008    0.000    0.016    0.000 __init__.py:334(__new__)
        2    0.000    0.000    0.016    0.008 cookies.py:1(<module>)
        2    0.000    0.000    0.016    0.008 sqltypes.py:1(<module>)
        5    0.000    0.000    0.016    0.003 deprecations.py:224(decorate)
      302    0.001    0.000    0.015    0.000 base.py:447(__get__)
      260    0.001    0.000    0.015    0.000 inspect.py:437(iscoroutinefunction)
     2730    0.015    0.000    0.015    0.000 {built-in method posix.stat}
 1245/874    0.003    0.000    0.015    0.000 typing.py:489(<genexpr>)
      170    0.001    0.000    0.015    0.000 schema.py:2224(_set_type)
     1196    0.015    0.000    0.015    0.000 {built-in method builtins.compile}
     3441    0.010    0.000    0.015    0.000 _parser.py:175(append)
      281    0.001    0.000    0.015    0.000 base.py:183(_for_instance)
        1    0.000    0.000    0.014    0.014 base.py:3011(PGDialect)
     8719    0.014    0.000    0.014    0.000 typing.py:544(__getattr__)
        1    0.000    0.000    0.014    0.014 connectionpool.py:1(<module>)
        1    0.000    0.000    0.014    0.014 cd.py:1(<module>)
        1    0.000    0.000    0.014    0.014 copy.py:1(<module>)
        1    0.000    0.000    0.014    0.014 _expression_select_gen.py:1(<module>)
    61/23    0.001    0.000    0.014    0.001 typing.py:1483(_determine_new_args)
     1696    0.007    0.000    0.014    0.000 {built-in method builtins.max}
2087/1455    0.006    0.000    0.014    0.000 <frozen abc>:121(__subclasscheck__)
       91    0.000    0.000    0.014    0.000 _typing_extra.py:563(eval_type)
    61/23    0.002    0.000    0.014    0.001 typing.py:1512(_make_substitution)
        1    0.000    0.000    0.014    0.014 result.py:1(<module>)
      281    0.001    0.000    0.014    0.000 base.py:180(_for_class)
      275    0.005    0.000    0.014    0.000 textwrap.py:419(dedent)
   212/53    0.002    0.000    0.013    0.000 _generics.py:351(has_instance_in_type)
        1    0.000    0.000    0.013    0.013 http.py:1(<module>)
       46    0.000    0.000    0.013    0.000 __init__.py:488(entry_points)
      755    0.013    0.000    0.013    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.013    0.013 _repr.py:1(<module>)
      100    0.002    0.000    0.013    0.000 copy.py:62(copy)
      629    0.007    0.000    0.013    0.000 dataclasses.py:709(_is_type)
        1    0.000    0.000    0.013    0.013 decl_api.py:1(<module>)
       98    0.003    0.000    0.013    0.000 inspect.py:2373(_signature_from_function)
        1    0.000    0.000    0.013    0.013 _config.py:1(<module>)
      294    0.002    0.000    0.013    0.000 base.py:137(__init__)
      753    0.013    0.000    0.013    0.000 {built-in method _io.open_code}
       59    0.001    0.000    0.013    0.000 utils.py:231(get_typed_signature)
      862    0.003    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:164(_path_isfile)
        1    0.000    0.000    0.012    0.012 _request_methods.py:1(<module>)
     1205    0.004    0.000    0.012    0.000 _typing_extra.py:170(is_callable)
       55    0.005    0.000    0.012    0.000 __init__.py:358(namedtuple)
        3    0.001    0.000    0.012    0.004 annotation.py:580(_prepare_annotations)
        1    0.000    0.000    0.012    0.012 _synchronization.py:1(<module>)
     3629    0.009    0.000    0.012    0.000 _generate_schema.py:841(<genexpr>)
      188    0.001    0.000    0.012    0.000 langhelpers.py:338(_exec_code_in_env)
      655    0.005    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:833(spec_from_file_location)
     1196    0.004    0.000    0.012    0.000 _typing_extra.py:157(is_hashable)
        1    0.000    0.000    0.012    0.012 _typing_extra.py:1(<module>)
      830    0.003    0.000    0.012    0.000 _compiler.py:401(_simple)
      152    0.007    0.000    0.012    0.000 _config.py:157(core_config)
       15    0.000    0.000    0.012    0.001 parser.py:7(make_regex)
      403    0.005    0.000    0.012    0.000 compat.py:66(inspect_getfullargspec)
      270    0.002    0.000    0.012    0.000 _typing_extra.py:244(is_classvar_annotation)
       90    0.000    0.000    0.012    0.000 typing.py:1715(copy_with)
     1569    0.007    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:89(_unpack_uint32)
        9    0.006    0.001    0.012    0.001 langhelpers.py:2148(inject_param_text)
        1    0.000    0.000    0.012    0.012 _copy.py:1(<module>)
        1    0.004    0.004    0.012    0.012 reflection.py:1(<module>)
     7281    0.012    0.000    0.012    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.012    0.012 _concurrency_py3k.py:1(<module>)
      760    0.003    0.000    0.012    0.000 <frozen os>:711(__getitem__)
      919    0.006    0.000    0.012    0.000 _core_metadata.py:41(update_core_metadata)
        1    0.000    0.000    0.012    0.012 datetime.py:386(TimestampLoader)
     2622    0.008    0.000    0.011    0.000 _parser.py:292(tell)
  183/101    0.002    0.000    0.011    0.000 _generate_schema.py:2062(_apply_single_annotation)
     6929    0.011    0.000    0.011    0.000 {method 'copy' of 'dict' objects}
      149    0.001    0.000    0.011    0.000 langhelpers.py:2113(_dedent_docstring)
      835    0.003    0.000    0.011    0.000 _generate_schema.py:2355(wrap_default)
        2    0.000    0.000    0.011    0.005 decl_base.py:365(_early_mapping)
        2    0.000    0.000    0.011    0.005 decl_base.py:1976(map)
     6974    0.011    0.000    0.011    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.011    0.011 formparsers.py:1(<module>)
       49    0.001    0.000    0.011    0.000 __init__.py:907(read_text)
      187    0.002    0.000    0.011    0.000 typing.py:2104(__instancecheck__)
        1    0.000    0.000    0.011    0.011 functions.py:1(<module>)
      260    0.003    0.000    0.011    0.000 inspect.py:399(_has_code_flag)
        1    0.000    0.000    0.011    0.011 models.py:124(Schema)
        2    0.000    0.000    0.011    0.005 mapper.py:191(__init__)
        2    0.000    0.000    0.011    0.005 util.py:339(find_library)
        2    0.000    0.000    0.010    0.005 util.py:282(_findSoname_ldconfig)
      928    0.003    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:155(_path_is_mode_type)
       25    0.000    0.000    0.010    0.000 __init__.py:890(<genexpr>)
     1367    0.006    0.000    0.010    0.000 typing_extensions.py:1132(is_typeddict)
     1165    0.006    0.000    0.010    0.000 {built-in method builtins.any}
      547    0.002    0.000    0.010    0.000 typing.py:2073(__init__)
       24    0.000    0.000    0.010    0.000 __init__.py:756(search)
        1    0.000    0.000    0.010    0.010 staggered.py:1(<module>)
        1    0.000    0.000    0.010    0.010 langhelpers.py:1(<module>)
        2    0.001    0.001    0.010    0.005 decl_base.py:752(_scan_attributes)
       15    0.000    0.000    0.010    0.001 _generate_schema.py:1969(_annotated_schema)
     6768    0.010    0.000    0.010    0.000 {built-in method builtins.id}
      291    0.001    0.000    0.010    0.000 __init__.py:164(match)
        1    0.000    0.000    0.010    0.010 create.py:1(<module>)
      155    0.001    0.000    0.010    0.000 attr.py:325(__init__)
        2    0.000    0.000    0.010    0.005 _common.py:1(<module>)
       40    0.001    0.000    0.010    0.000 _core_utils.py:365(handle_typed_dict_schema)
      712    0.006    0.000    0.010    0.000 _compiler.py:214(_compile_charset)
        1    0.000    0.000    0.010    0.010 parse.py:1(<module>)
        3    0.000    0.000    0.010    0.003 _compat.py:277(create_body_model)
        1    0.000    0.000    0.010    0.010 functional_validators.py:1(<module>)
       45    0.000    0.000    0.010    0.000 api.py:41(listen)
      477    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:730(_validate_timestamp_pyc)
2087/1455    0.007    0.000    0.009    0.000 {built-in method _abc._abc_subclasscheck}
      223    0.001    0.000    0.009    0.000 __init__.py:183(sub)
     6377    0.009    0.000    0.009    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        1    0.000    0.000    0.009    0.009 _identifier.py:1(<module>)
      615    0.003    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:697(_classify_pyc)
        2    0.000    0.000    0.009    0.005 request.py:1(<module>)
      283    0.001    0.000    0.009    0.000 _parser.py:97(closegroup)
      173    0.007    0.000    0.009    0.000 annotation.py:533(_new_annotation_type)
     1231    0.003    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1500(_path_importer_cache)
      100    0.005    0.000    0.009    0.000 copy.py:248(_reconstruct)
      527    0.002    0.000    0.009    0.000 typing.py:351(_deduplicate)
        1    0.000    0.000    0.009    0.009 _policybase.py:1(<module>)
      370    0.001    0.000    0.009    0.000 typing.py:1757(<genexpr>)
     5021    0.009    0.000    0.009    0.000 _config.py:148(__getattr__)
      158    0.005    0.000    0.009    0.000 attr.py:210(update_subclass)
       30    0.000    0.000    0.009    0.000 routing.py:122(compile_path)
     2051    0.006    0.000    0.009    0.000 <frozen importlib._bootstrap>:1226(__exit__)
     2051    0.006    0.000    0.009    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.009    0.009 visitors.py:1(<module>)
     1048    0.005    0.000    0.009    0.000 enum.py:78(_is_private)
        1    0.000    0.000    0.009    0.009 _cursor_base.py:1(<module>)
      919    0.005    0.000    0.009    0.000 _generate_schema.py:259(_extract_json_schema_info_from_field_info)
        2    0.000    0.000    0.009    0.004 encoders.py:1(<module>)
     1024    0.003    0.000    0.008    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.008    0.004 decl_base.py:1705(_setup_table)
      164    0.001    0.000    0.008    0.000 langhelpers.py:246(decorator)
       12    0.000    0.000    0.008    0.001 __init__.py:765(lookup)
       12    0.002    0.000    0.008    0.001 __init__.py:775(__init__)
        2    0.000    0.000    0.008    0.004 string.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _local.py:1(<module>)
       16    0.000    0.000    0.008    0.001 _functools.py:75(wrapper)
      654    0.005    0.000    0.008    0.000 enum.py:37(_is_descriptor)
        1    0.000    0.000    0.008    0.008 dynamic.py:1(<module>)
        1    0.000    0.000    0.008    0.008 json_schema.py:1(<module>)
    33/23    0.000    0.000    0.008    0.000 utils.py:118(get_param_sub_dependant)
     1816    0.005    0.000    0.008    0.000 _generate_schema.py:2493(push)
    33/23    0.000    0.000    0.008    0.000 utils.py:142(get_sub_dependant)
       86    0.001    0.000    0.008    0.000 _known_annotated_metadata.py:167(apply_known_metadata)
        1    0.000    0.000    0.008    0.008 memory.py:1(<module>)
        1    0.000    0.000    0.008    0.008 header.py:1(<module>)
       49    0.000    0.000    0.008    0.000 _local.py:539(read_text)
       33    0.001    0.000    0.008    0.000 fields.py:900(Field)
     1554    0.005    0.000    0.008    0.000 _model_construction.py:259(__getattr__)
      516    0.002    0.000    0.008    0.000 visitors.py:104(__init_subclass__)
     1054    0.003    0.000    0.008    0.000 feedparser.py:129(__next__)
        3    0.000    0.000    0.008    0.003 response.py:1(<module>)
        1    0.000    0.000    0.008    0.008 mapper.py:162(Mapper)
      686    0.004    0.000    0.008    0.000 <frozen importlib._bootstrap>:445(cb)
       49    0.000    0.000    0.008    0.000 _abc.py:628(read_text)
      338    0.003    0.000    0.008    0.000 enum.py:1055(_add_member_)
       52    0.001    0.000    0.008    0.000 fields.py:427(merge_field_infos)
        1    0.000    0.000    0.008    0.008 loading.py:1(<module>)
        1    0.000    0.000    0.008    0.008 environment.py:144(Environment)
     5279    0.007    0.000    0.007    0.000 typing.py:1427(<genexpr>)
        1    0.000    0.000    0.007    0.007 selectable.py:5237(Select)
     4861    0.007    0.000    0.007    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.007    0.007 datetime.py:603(IntervalLoader)
       37    0.000    0.000    0.007    0.000 sqltypes.py:1021(_set_parent)
      870    0.003    0.000    0.007    0.000 core_schema.py:2974(model_field)
       38    0.000    0.000    0.007    0.000 schema.py:2450(_on_table_attach)
     2460    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
        1    0.000    0.000    0.007    0.007 _typeinfo.py:1(<module>)
      549    0.002    0.000    0.007    0.000 typing.py:1374(__instancecheck__)
        1    0.000    0.000    0.007    0.007 attr.py:1(<module>)
      104    0.004    0.000    0.007    0.000 typing.py:1927(_get_protocol_attrs)
    46/45    0.001    0.000    0.007    0.000 registry.py:284(listen)
     1361    0.005    0.000    0.007    0.000 <frozen importlib._bootstrap>:74(__new__)
      820    0.003    0.000    0.007    0.000 core_schema.py:2412(with_default_schema)
        1    0.000    0.000    0.007    0.007 url.py:839(make_url)
        1    0.000    0.000    0.007    0.007 url.py:867(_parse_url)
        1    0.000    0.000    0.007    0.007 decoder.py:1(<module>)
      542    0.002    0.000    0.007    0.000 typing.py:3119(_get_typeddict_qualifiers)
        1    0.000    0.000    0.007    0.007 hashlib.py:1(<module>)
        2    0.000    0.000    0.007    0.004 __init__.py:174(search)
        1    0.000    0.000    0.007    0.007 datetime.py:485(TimestamptzLoader)
      836    0.003    0.000    0.007    0.000 core_schema.py:2477(nullable_schema)
       33    0.000    0.000    0.007    0.000 fields.py:252(from_field)
